replication,method,asep,aaep
85,mean,34.811927049341634,3.583025327917471
85,median,34.76007229250749,3.5181851917988487
85,ar1,34.89607463439857,3.3976649784018598
86,mean,34.57225488960094,3.5505428643834125
86,median,33.97765794072047,3.4469537741146348
86,ar1,34.38118607183725,3.368460725680435
87,mean,41.63127980845241,3.6156014870716606
87,median,41.36019494003478,3.5575191411999065
87,ar1,39.13817967581622,3.433164999245113
88,mean,48.24869107091907,3.5842659080345096
88,median,49.76208779815243,3.5087297282443695
88,ar1,45.661847719203415,3.438050698142998
89,mean,31.446786723016523,3.421353747524557
89,median,31.70325569489717,3.3828651208013563
89,ar1,46.727721177085606,3.397781625157209
90,mean,43.25701478759995,3.706225824324765
90,median,43.34516670738185,3.643981933327447
90,ar1,42.30079735055171,3.5747231484622306
91,mean,36.06033861721204,3.5273542532837743
91,median,35.95297105268717,3.4800172011647175
91,ar1,33.397963886193416,3.306456193805574
92,mean,39.139927969609374,3.5695814466932725
92,median,38.569347542663046,3.4859928473894626
92,ar1,41.10858847940368,3.4805309183094484
93,mean,44.63549846566829,3.7048623465965007
93,median,43.94259228495547,3.6579325168904644
93,ar1,48.86826357890082,3.5614616336377276
94,mean,39.51524662440501,3.567663191209802
94,median,38.06946586771004,3.469509072526005
94,ar1,41.43424118443607,3.4239553546080113
95,mean,29.86713739872923,3.3789070534851193
95,median,29.81653074062422,3.320808950503477
95,ar1,27.163188047705315,3.187669488181435
96,mean,41.241059639865355,3.477202288002696
96,median,41.051444514967905,3.3963330778484586
96,ar1,40.96360819907175,3.330067525187903
97,mean,49.876632181267475,3.557430625694771
97,median,50.48686429356533,3.502386590384127
97,ar1,44.52703659496871,3.387452416692207
98,mean,29.44114703098099,3.4329094487006295
98,median,28.282771544377432,3.3063657674604228
98,ar1,30.709623464647983,3.29239437434047
99,mean,36.13052657565534,3.49154509359709
99,median,36.407182742314326,3.4617377685132857
99,ar1,34.78823238770601,3.2996290410928064
100,mean,28.50080958468834,3.451145990388446
100,median,28.750875368961278,3.374703396355832
100,ar1,50.69017668703773,3.490044665454408
101,mean,37.88257419107831,3.460453398445632
101,median,37.05069560985188,3.4006570420115274
101,ar1,38.45724600144842,3.346032961365498
102,mean,32.994176404554885,3.521243708270625
102,median,33.14660343441252,3.451416055443955
102,ar1,30.184345620401203,3.3541857941522855
103,mean,35.97103830196614,3.506293893761775
103,median,35.60998630994312,3.4608771042226265
103,ar1,40.446456175626885,3.486460154940657
104,mean,27.181042210996473,3.29806128406712
104,median,27.565792683062785,3.2375939280893187
104,ar1,27.793067604189808,3.1631007641882314
105,mean,32.68118629479383,3.535839881925737
105,median,32.96007118091598,3.5154259941806334
105,ar1,34.37586234361958,3.362229292089181
106,mean,32.99344983093458,3.467893031281555
