method,mean,std,mean_minus_true_noise_var
ar1,9.391668272255679,0.5488340306845384,0.3916682722556786
naive,11.26268264487823,0.6376648671344564,2.2626826448782307
random_forest,10.28104497939657,0.5886403536028246,1.2810449793965706
