design,method,mean_asep,std_asep,n_replications
random_rows,naive,54.20304511054858,10.352010619864794,200
random_rows,ar1,38.783864055072016,8.020893504130497,200
random_rows,random_forest,33.57678450928744,5.82853070486003,200
new_periods,naive,69.70387746449126,20.806836951149116,200
new_periods,ar1,45.14283496619871,12.081054281044334,200
new_periods,random_forest,47.430630997871994,13.339538425644031,200
new_units,naive,54.4954441760398,20.415735347417336,200
new_units,ar1,54.4954441760398,20.415735347417336,200
new_units,random_forest,35.52623512790743,12.097467699550952,200
