design,replication,method,asep
new_periods,44,random_forest,47.41400244067638
new_periods,45,naive,86.0430613106729
new_periods,45,ar1,53.44937685836431
new_periods,45,random_forest,56.186263103176294
new_periods,46,naive,83.97768043760246
new_periods,46,ar1,54.99903211045471
new_periods,46,random_forest,67.37064188273845
new_periods,47,naive,86.0430613106729
new_periods,47,ar1,53.44937685836431
new_periods,47,random_forest,56.186263103176294
new_periods,48,naive,40.61524196541723
new_periods,48,ar1,25.902590983704975
new_periods,48,random_forest,26.755404153564815
new_periods,49,naive,86.0430613106729
new_periods,49,ar1,53.44937685836431
new_periods,49,random_forest,56.186263103176294
new_periods,50,naive,86.61703384695906
new_periods,50,ar1,55.321117122277265
new_periods,50,random_forest,59.150539129859034
new_periods,51,naive,86.0430613106729
new_periods,51,ar1,53.44937685836431
new_periods,51,random_forest,56.186263103176294
new_periods,52,naive,45.326855604439594
new_periods,52,ar1,38.43809099626397
new_periods,52,random_forest,33.74271077117428
new_periods,53,naive,86.0430613106729
new_periods,53,ar1,53.44937685836431
new_periods,53,random_forest,56.1862631031763
new_periods,54,naive,49.16041940141227
new_periods,54,ar1,32.55153230809587
new_periods,54,random_forest,28.06905015714036
new_periods,55,naive,86.0430613106729
new_periods,55,ar1,53.44937685836431
new_periods,55,random_forest,56.186263103176294
new_periods,56,naive,38.94813281297583
new_periods,56,ar1,26.61764520021107
new_periods,56,random_forest,28.077989422425258
new_periods,57,naive,86.0430613106729
new_periods,57,ar1,53.44937685836431
new_periods,57,random_forest,56.186263103176294
new_periods,58,naive,29.865761337941887
new_periods,58,ar1,23.01844435718197
new_periods,58,random_forest,23.333833248511777
new_periods,59,naive,86.0430613106729
new_periods,59,ar1,53.44937685836431
new_periods,59,random_forest,56.186263103176294
new_periods,60,naive,82.2367238613389
new_periods,60,ar1,54.046540044307996
new_periods,60,random_forest,54.67567882360251
new_periods,61,naive,86.0430613106729
new_periods,61,ar1,53.44937685836431
new_periods,61,random_forest,56.186263103176294
new_periods,62,naive,30.314216743270293
new_periods,62,ar1,20.210662467187806
new_periods,62,random_forest,23.58190200477776
new_periods,63,naive,86.0430613106729
new_periods,63,ar1,53.44937685836431
new_periods,63,random_forest,56.186263103176294
new_periods,64,naive,73.13017778134015
new_periods,64,ar1,54.8606785145712
new_periods,64,random_forest,68.38070533929256
new_periods,65,naive,86.0430613106729
new_periods,65,ar1,53.44937685836431
new_periods,65,random_forest,56.186263103176294
new_periods,66,naive,47.0545519878681
new_periods,66,ar1,38.184837969044764
new_periods,66,random_forest,37.16416185344243
new_periods,67,naive,86.0430613106729
new_periods,67,ar1,53.44937685836431
new_periods,67,random_forest,56.186263103176294
new_periods,68,naive,62.103863411255524
new_periods,68,ar1,45.85915982470146
new_periods,68,random_forest,47.73931073992295
new_periods,69,naive,86.0430613106729
new_periods,69,ar1,53.44937685836431
new_periods,69,random_forest,56.186263103176294
new_periods,70,naive,64.4022597616987
new_periods,70,ar1,41.281103154371095
new_periods,70,random_forest,42.91884395927278
new_periods,71,naive,86.0430613106729
new_periods,71,ar1,53.44937685836431
new_periods,71,random_forest,56.186263103176294
new_periods,72,naive,64.96714944368263
new_periods,72,ar1,44.09058678071897
new_periods,72,random_forest,46.58608841468135
new_periods,73,naive,86.0430613106729
new_periods,73,ar1,53.44937685836431
new_periods,73,random_forest,56.186263103176294
new_periods,74,naive,56.20553010581355
new_periods,74,ar1,35.20456814927789
new_periods,74,random_forest,40.80468560118753
new_periods,75,naive,86.0430613106729
new_periods,75,ar1,53.44937685836431
new_periods,75,random_forest,56.186263103176294
new_periods,76,naive,37.23170476653587
new_periods,76,ar1,23.98048512452748
new_periods,76,random_forest,27.29492187114509
new_periods,77,naive,86.0430613106729
new_periods,77,ar1,53.44937685836431
new_periods,77,random_forest,56.186263103176294
new_periods,78,naive,42.2954773651718
new_periods,78,ar1,27.998669506897382
new_periods,78,random_forest,30.683164211678346
new_periods,79,naive,86.0430613106729
new_periods,79,ar1,53.44937685836431
new_periods,79,random_forest,56.186263103176294
new_periods,80,naive,39.63981251951417
new_periods,80,ar1,29.120874005056578
new_periods,80,random_forest,23.00865283652817
new_periods,81,naive,86.0430613106729
new_periods,81,ar1,53.44937685836431
new_periods,81,random_forest,56.186263103176294
new_periods,82,naive,29.60959692742623
new_periods,82,ar1,19.03790571547885
new_periods,82,random_forest,20.585318546607926
new_periods,83,naive,86.0430613106729
new_periods,83,ar1,53.44937685836431
new_periods,83,random_forest,56.186263103176294
new_periods,84,naive,44.44931518953252
new_periods,84,ar1,30.501920526797505
new_periods,84,random_forest,32.17589402207779
new_periods,85,naive,86.0430613106729
new_periods,85,ar1,53.44937685836431
new_periods,85,random_forest,56.186263103176294
new_periods,86,naive,29.191695032100686
new_periods,86,ar1,19.7458306306205
new_periods,86,random_forest,24.101949624730803
new_periods,87,naive,86.0430613106729
new_periods,87,ar1,53.44937685836431
new_periods,87,random_forest,56.186263103176294
new_periods,88,naive,31.987834319430696
new_periods,88,ar1,22.107233503526786
new_periods,88,random_forest,23.88011214683088
new_periods,89,naive,86.0430613106729
new_periods,89,ar1,53.44937685836431
new_periods,89,random_forest,56.186263103176294
new_periods,90,naive,39.18639905774964
new_periods,90,ar1,26.3633049690475
new_periods,90,random_forest,22.920298082299194
new_periods,91,naive,86.0430613106729
new_periods,91,ar1,53.44937685836431
new_periods,91,random_forest,56.186263103176294
new_periods,92,naive,42.757604646320395
new_periods,92,ar1,28.9948570439541
new_periods,92,random_forest,28.666778831765583
new_periods,93,naive,86.0430613106729
new_periods,93,ar1,53.44937685836431
new_periods,93,random_forest,56.186263103176294
new_periods,94,naive,84.70764951169474
new_periods,94,ar1,54.21671780801214
new_periods,94,random_forest,53.46389453705241
new_periods,95,naive,86.0430613106729
new_periods,95,ar1,53.44937685836431
new_periods,95,random_forest,56.186263103176294
new_periods,96,naive,41.291651406779316
new_periods,96,ar1,26.195306670583864
new_periods,96,random_forest,27.467871942482436
new_periods,97,naive,86.0430613106729
new_periods,97,ar1,53.44937685836431
new_periods,97,random_forest,56.186263103176294
new_periods,98,naive,51.47490735186673
new_periods,98,ar1,55.4290759920669
new_periods,98,random_forest,28.27856792933173
new_periods,99,naive,86.0430613106729
new_periods,99,ar1,53.44937685836431
new_periods,99,random_forest,56.186263103176294
new_periods,100,naive,47.0545519878681
new_periods,100,ar1,38.184837969044764
new_periods,100,random_forest,37.16416185344243
new_periods,101,naive,86.0430613106729
new_periods,101,ar1,53.44937685836431
new_periods,101,random_forest,56.186263103176294
new_periods,102,naive,42.2954773651718
new_periods,102,ar1,27.998669506897382
new_periods,102,random_forest,30.683164211678346
new_periods,103,naive,86.0430613106729
new_periods,103,ar1,53.44937685836431
new_periods,103,random_forest,56.186263103176294
new_periods,104,naive,39.63981251951417
new_periods,104,ar1,29.120874005056578
new_periods,104,random_forest,23.00865283652817
new_periods,105,naive,86.0430613106729
new_periods,105,ar1,53.44937685836431
new_periods,105,random_forest,56.186263103176294
new_periods,106,naive,50.8828384967288
new_periods,106,ar1,38.73357272760046
new_periods,106,random_forest,36.489210533830615
new_periods,107,naive,86.0430613106729
new_periods,107,ar1,53.44937685836431
new_periods,107,random_forest,56.186263103176294
new_periods,108,naive,80.19173252381954
new_periods,108,ar1,66.0384406456588
new_periods,108,random_forest,69.45254169672825
new_periods,109,naive,86.0430613106729
new_periods,109,ar1,53.44937685836431
new_periods,109,random_forest,56.186263103176294
new_periods,110,naive,33.984338571416025
new_periods,110,ar1,21.722540889732237
new_periods,110,random_forest,22.29574759232376
new_periods,111,naive,86.0430613106729
new_periods,111,ar1,53.44937685836431
new_periods,111,random_forest,56.186263103176294
new_periods,112,naive,44.44931518953252
new_periods,112,ar1,30.501920526797505
new_periods,112,random_forest,32.17589402207779
new_periods,113,naive,86.0430613106729
new_periods,113,ar1,53.44937685836431
new_periods,113,random_forest,56.186263103176294
new_periods,114,naive,85.12255564038568
new_periods,114,ar1,52.915422863312145
new_periods,114,random_forest,55.97297388191425
new_periods,115,naive,86.0430613106729
new_periods,115,ar1,53.44937685836431
new_periods,115,random_forest,56.186263103176294
new_periods,116,naive,60.337094676879246
new_periods,116,ar1,37.72256045714649
new_periods,116,random_forest,43.76889183767115
new_periods,117,naive,86.0430613106729
new_periods,117,ar1,53.44937685836431
new_periods,117,random_forest,56.186263103176294
new_periods,118,naive,48.30553719252425
new_periods,118,ar1,40.51155567350442
new_periods,118,random_forest,38.71541356199355
new_periods,119,naive,86.0430613106729
new_periods,119,ar1,53.44937685836431
new_periods,119,random_forest,56.186263103176294
new_periods,120,naive,80.19173252381954
new_periods,120,ar1,66.0384406456588
new_periods,120,random_forest,69.45254169672825
new_periods,121,naive,86.0430613106729
new_periods,121,ar1,53.44937685836431
new_periods,121,random_forest,56.186263103176294
new_periods,122,naive,68.8958099817459
new_periods,122,ar1,48.61768199673503
new_periods,122,random_forest,48.36605385454021
new_periods,123,naive,86.0430613106729
new_periods,123,ar1,53.44937685836431
new_periods,123,random_forest,56.186263103176294
new_periods,124,naive,36.49856894495895
new_periods,124,ar1,39.188913105273386
new_periods,124,random_forest,40.483893355254594
new_periods,125,naive,86.0430613106729
new_periods,125,ar1,53.44937685836431
new_periods,125,random_forest,56.186263103176294
new_periods,126,naive,37.23170476653587
new_periods,126,ar1,23.98048512452748
new_periods,126,random_forest,27.29492187114509
new_periods,127,naive,86.0430613106729
new_periods,127,ar1,53.44937685836431
new_periods,127,random_forest,56.186263103176294
new_periods,128,naive,50.79550834756548
new_periods,128,ar1,33.93626756828248
new_periods,128,random_forest,30.23080366612941
new_periods,129,naive,86.0430613106729
new_periods,129,ar1,53.44937685836431
new_periods,129,random_forest,56.186263103176294
new_periods,130,naive,38.94813281297583
new_periods,130,ar1,26.61764520021107
new_periods,130,random_forest,28.077989422425258
new_periods,131,naive,86.0430613106729
new_periods,131,ar1,53.44937685836431
new_periods,131,random_forest,56.186263103176294
new_periods,132,naive,34.75658093011162
new_periods,132,ar1,23.91969827824796
new_periods,132,random_forest,25.26443397611587
new_periods,133,naive,86.0430613106729
new_periods,133,ar1,53.44937685836431
new_periods,133,random_forest,56.1862631031763
new_periods,134,naive,59.80991413008417
new_periods,134,ar1,41.206173502102125
new_periods,134,random_forest,42.822022142615374
new_periods,135,naive,86.0430613106729
new_periods,135,ar1,53.44937685836431
new_periods,135,random_forest,56.186263103176294
new_periods,136,naive,68.8958099817459
new_periods,136,ar1,48.61768199673503
new_periods,136,random_forest,48.36605385454021
new_periods,137,naive,86.0430613106729
new_periods,137,ar1,53.44937685836431
new_periods,137,random_forest,56.186263103176294
new_periods,138,naive,56.20553010581355
new_periods,138,ar1,35.20456814927789
new_periods,138,random_forest,40.80468560118753
new_periods,139,naive,86.0430613106729
new_periods,139,ar1,53.44937685836431
new_periods,139,random_forest,56.186263103176294
new_periods,140,naive,42.757604646320395
new_periods,140,ar1,28.9948570439541
new_periods,140,random_forest,28.666778831765583
new_periods,141,naive,86.0430613106729
new_periods,141,ar1,53.44937685836431
new_periods,141,random_forest,56.186263103176294
new_periods,142,naive,34.75658093011162
new_periods,142,ar1,23.91969827824796
new_periods,142,random_forest,25.26443397611587
new_periods,143,naive,86.0430613106729
new_periods,143,ar1,53.44937685836431
new_periods,143,random_forest,56.186263103176294
new_periods,144,naive,47.0545519878681
new_periods,144,ar1,38.184837969044764
new_periods,144,random_forest,37.16416185344243
new_periods,145,naive,86.0430613106729
new_periods,145,ar1,53.44937685836431
new_periods,145,random_forest,56.186263103176294
new_periods,146,naive,60.337094676879246
new_periods,146,ar1,37.72256045714649
new_periods,146,random_forest,43.76889183767115
new_periods,147,naive,86.0430613106729
new_periods,147,ar1,53.44937685836431
new_periods,147,random_forest,56.186263103176294
new_periods,148,naive,44.44931518953252
new_periods,148,ar1,30.501920526797505
new_periods,148,random_forest,32.17589402207779
new_periods,149,naive,86.0430613106729
new_periods,149,ar1,53.44937685836431
new_periods,149,random_forest,56.186263103176294
new_periods,150,naive,49.16041940141227
new_periods,150,ar1,32.55153230809587
new_periods,150,random_forest,28.069050157140364
new_periods,151,naive,86.0430613106729
new_periods,151,ar1,53.44937685836431
new_periods,151,random_forest,56.186263103176294
new_periods,152,naive,73.25847044615536
new_periods,152,ar1,46.29985517046925
new_periods,152,random_forest,41.405058644592344
new_periods,153,naive,86.0430613106729
new_periods,153,ar1,53.44937685836431
new_periods,153,random_forest,56.186263103176294
new_periods,154,naive,54.79100199933364
new_periods,154,ar1,34.91990093248796
new_periods,154,random_forest,40.995211000834814
new_periods,155,naive,86.0430613106729
new_periods,155,ar1,53.44937685836431
new_periods,155,random_forest,56.186263103176294
new_periods,156,naive,46.44548350285677
new_periods,156,ar1,31.072544150653915
new_periods,156,random_forest,33.81354860020222
new_periods,157,naive,86.0430613106729
new_periods,157,ar1,53.44937685836431
new_periods,157,random_forest,56.186263103176294
new_periods,158,naive,45.326855604439594
new_periods,158,ar1,38.43809099626397
new_periods,158,random_forest,33.74271077117427
new_periods,159,naive,86.0430613106729
new_periods,159,ar1,53.44937685836431
new_periods,159,random_forest,56.186263103176294
new_periods,160,naive,64.57752330062682
new_periods,160,ar1,43.5486606882736
new_periods,160,random_forest,43.99979501931687
new_periods,161,naive,86.0430613106729
new_periods,161,ar1,53.44937685836431
new_periods,161,random_forest,56.186263103176294
new_periods,162,naive,29.566912568840937
new_periods,162,ar1,20.474414702944383
new_periods,162,random_forest,20.889854928891623
new_periods,163,naive,86.0430613106729
new_periods,163,ar1,53.44937685836431
new_periods,163,random_forest,56.186263103176294
new_periods,164,naive,73.13017778134015
new_periods,164,ar1,54.8606785145712
new_periods,164,random_forest,68.38070533929256
new_periods,165,naive,86.0430613106729
new_periods,165,ar1,53.44937685836431
new_periods,165,random_forest,56.186263103176294
new_periods,166,naive,29.60959692742623
new_periods,166,ar1,19.03790571547885
new_periods,166,random_forest,20.585318546607926
new_periods,167,naive,86.0430613106729
new_periods,167,ar1,53.44937685836431
new_periods,167,random_forest,56.186263103176294
new_periods,168,naive,49.6202153770736
new_periods,168,ar1,32.44950231446716
new_periods,168,random_forest,36.460192487474906
new_periods,169,naive,86.0430613106729
new_periods,169,ar1,53.44937685836431
new_periods,169,random_forest,56.186263103176294
new_periods,170,naive,47.0545519878681
new_periods,170,ar1,38.184837969044764
new_periods,170,random_forest,37.16416185344244
new_periods,171,naive,86.0430613106729
new_periods,171,ar1,53.44937685836431
new_periods,171,random_forest,56.186263103176294
new_periods,172,naive,47.0545519878681
new_periods,172,ar1,38.184837969044764
new_periods,172,random_forest,37.16416185344243
new_periods,173,naive,86.0430613106729
new_periods,173,ar1,53.44937685836431
new_periods,173,random_forest,56.186263103176294
new_periods,174,naive,85.12255564038568
new_periods,174,ar1,52.915422863312145
new_periods,174,random_forest,55.97297388191426
new_periods,175,naive,86.0430613106729
new_periods,175,ar1,53.44937685836431
new_periods,175,random_forest,56.186263103176294
new_periods,176,naive,67.88926164739286
new_periods,176,ar1,46.54875591973825
new_periods,176,random_forest,46.557667809124766
new_periods,177,naive,86.0430613106729
new_periods,177,ar1,53.44937685836431
new_periods,177,random_forest,56.186263103176294
new_periods,178,naive,42.757604646320395
new_periods,178,ar1,28.9948570439541
new_periods,178,random_forest,28.666778831765583
new_periods,179,naive,86.0430613106729
new_periods,179,ar1,53.44937685836431
new_periods,179,random_forest,56.186263103176294
new_periods,180,naive,46.44548350285677
new_periods,180,ar1,31.072544150653915
new_periods,180,random_forest,33.81354860020222
new_periods,181,naive,86.0430613106729
new_periods,181,ar1,53.44937685836431
new_periods,181,random_forest,56.186263103176294
new_periods,182,naive,43.69377370526296
new_periods,182,ar1,27.55947116409323
new_periods,182,random_forest,31.797614106739935
new_periods,183,naive,86.0430613106729
new_periods,183,ar1,53.44937685836431
new_periods,183,random_forest,56.186263103176294
new_periods,184,naive,29.60959692742623
new_periods,184,ar1,19.03790571547885
new_periods,184,random_forest,20.585318546607926
new_periods,185,naive,86.0430613106729
new_periods,185,ar1,53.44937685836431
new_periods,185,random_forest,56.186263103176294
new_periods,186,naive,40.61524196541723
new_periods,186,ar1,25.902590983704975
new_periods,186,random_forest,26.755404153564815
new_periods,187,naive,86.0430613106729
new_periods,187,ar1,53.44937685836431
new_periods,187,random_forest,56.186263103176294
new_periods,188,naive,62.103863411255524
new_periods,188,ar1,45.85915982470146
new_periods,188,random_forest,47.73931073992295
new_periods,189,naive,86.0430613106729
new_periods,189,ar1,53.44937685836431
new_periods,189,random_forest,56.186263103176294
new_periods,190,naive,41.291651406779316
new_periods,190,ar1,26.195306670583864
new_periods,190,random_forest,27.46787194248243
new_periods,191,naive,86.0430613106729
new_periods,191,ar1,53.44937685836431
new_periods,191,random_forest,56.186263103176294
new_periods,192,naive,86.61703384695906
new_periods,192,ar1,55.321117122277265
new_periods,192,random_forest,59.150539129859034
new_periods,193,naive,86.0430613106729
new_periods,193,ar1,53.44937685836431
new_periods,193,random_forest,56.186263103176294
new_periods,194,naive,73.13017778134015
new_periods,194,ar1,54.8606785145712
new_periods,194,random_forest,68.38070533929256
new_periods,195,naive,86.0430613106729
new_periods,195,ar1,53.44937685836431
new_periods,195,random_forest,56.186263103176294
new_periods,196,naive,41.291651406779316
new_periods,196,ar1,26.195306670583864
new_periods,196,random_forest,27.467871942482436
new_periods,197,naive,86.0430613106729
new_periods,197,ar1,53.44937685836431
new_periods,197,random_forest,56.186263103176294
new_periods,198,naive,29.60959692742623
new_periods,198,ar1,19.03790571547885
new_periods,198,random_forest,20.585318546607926
new_periods,199,naive,86.0430613106729
new_periods,199,ar1,53.44937685836431
new_periods,199,random_forest,56.186263103176294
new_units,0,naive,50.24128205670702
new_units,0,ar1,50.24128205670702
new_units,0,random_forest,43.104478211887944
new_units,1,naive,32.567926066518886
new_units,1,ar1,32.567926066518886
new_units,1,random_forest,21.728467459242683
new_units,2,naive,65.09189236841614
new_units,2,ar1,65.09189236841614
new_units,2,random_forest,38.75848663004793
new_units,3,naive,43.19755770109339
new_units,3,ar1,43.19755770109339
new_units,3,random_forest,25.435635656285047
new_units,4,naive,56.82630162211816
new_units,4,ar1,56.82630162211816
new_units,4,random_forest,40.880524772439145
new_units,5,naive,77.6497068098303
new_units,5,ar1,77.6497068098303
new_units,5,random_forest,48.515131113531744
new_units,6,naive,52.1308589088842
new_units,6,ar1,52.1308589088842
new_units,6,random_forest,31.037007522590596
new_units,7,naive,54.221951001815
new_units,7,ar1,54.221951001815
new_units,7,random_forest,45.90451125552377
new_units,8,naive,38.71109432687159
new_units,8,ar1,38.71109432687159
new_units,8,random_forest,25.790722126573513
new_units,9,naive,61.942963698547324
new_units,9,ar1,61.942963698547324
new_units,9,random_forest,41.667238324399975
new_units,10,naive,61.292512621647724
new_units,10,ar1,61.292512621647724
new_units,10,random_forest,35.706345974094575
new_units,11,naive,66.71990656946971
new_units,11,ar1,66.71990656946971
new_units,11,random_forest,43.268981841194815
new_units,12,naive,35.82931805887679
new_units,12,ar1,35.82931805887679
new_units,12,random_forest,24.478633556637504
new_units,13,naive,67.43786764245024
new_units,13,ar1,67.43786764245024
new_units,13,random_forest,46.174261334637166
new_units,14,naive,56.25783699843527
new_units,14,ar1,56.25783699843527
new_units,14,random_forest,38.41397564404378
new_units,15,naive,49.47923392717423
new_units,15,ar1,49.47923392717423
new_units,15,random_forest,27.859754099973085
new_units,16,naive,34.14118049056044
new_units,16,ar1,34.14118049056044
new_units,16,random_forest,22.0997897397942
new_units,17,naive,38.78462397144218
new_units,17,ar1,38.78462397144218
new_units,17,random_forest,25.79465781122313
new_units,18,naive,67.1715337876077
new_units,18,ar1,67.1715337876077
new_units,18,random_forest,47.7789969118123
new_units,19,naive,35.36814055335715
new_units,19,ar1,35.36814055335715
new_units,19,random_forest,24.105018439520922
new_units,20,naive,47.20789861229652
new_units,20,ar1,47.20789861229652
new_units,20,random_forest,32.19631201166231
new_units,21,naive,38.546843581132066
new_units,21,ar1,38.546843581132066
new_units,21,random_forest,24.586999994799072
new_units,22,naive,120.67380269118539
new_units,22,ar1,120.67380269118539
new_units,22,random_forest,69.87236584882397
new_units,23,naive,41.27023075726644
new_units,23,ar1,41.27023075726644
new_units,23,random_forest,28.38854738086578
new_units,24,naive,40.8491384107813
new_units,24,ar1,40.8491384107813
new_units,24,random_forest,26.7766226911517
new_units,25,naive,35.15817290921962
new_units,25,ar1,35.15817290921962
new_units,25,random_forest,26.427628950047172
new_units,26,naive,47.38880689044832
new_units,26,ar1,47.38880689044832
new_units,26,random_forest,44.11568475659432
new_units,27,naive,45.94166071560371
new_units,27,ar1,45.94166071560371
new_units,27,random_forest,35.40278087111084
new_units,28,naive,25.532826196813556
new_units,28,ar1,25.532826196813556
new_units,28,random_forest,15.73605726307684
new_units,29,naive,72.16922510422596
new_units,29,ar1,72.16922510422596
new_units,29,random_forest,40.887916686024255
new_units,30,naive,59.68839862671039
new_units,30,ar1,59.68839862671039
new_units,30,random_forest,37.22794085779261
new_units,31,naive,41.808322299094655
new_units,31,ar1,41.808322299094655
new_units,31,random_forest,25.838089717293116
new_units,32,naive,45.566334254869446
new_units,32,ar1,45.566334254869446
new_units,32,random_forest,38.31090676284485
new_units,33,naive,35.49211815491967
new_units,33,ar1,35.49211815491967
new_units,33,random_forest,25.627857391584953
new_units,34,naive,47.82674766411523
new_units,34,ar1,47.82674766411523
new_units,34,random_forest,30.638010268224406
new_units,35,naive,41.4476182690443
new_units,35,ar1,41.4476182690443
new_units,35,random_forest,23.97909098489411
new_units,36,naive,63.333523797083366
new_units,36,ar1,63.333523797083366
new_units,36,random_forest,49.24779527564128
new_units,37,naive,50.14555945643324
new_units,37,ar1,50.14555945643324
new_units,37,random_forest,35.41642110635692
new_units,38,naive,44.904553769562746
new_units,38,ar1,44.904553769562746
new_units,38,random_forest,28.713147861828755
new_units,39,naive,31.58723875907262
new_units,39,ar1,31.58723875907262
new_units,39,random_forest,22.396586770846287
new_units,40,naive,42.38031445671392
new_units,40,ar1,42.38031445671392
new_units,40,random_forest,28.552899675244216
new_units,41,naive,43.54976894495925
new_units,41,ar1,43.54976894495925
new_units,41,random_forest,29.211028215397953
new_units,42,naive,69.54033016176771
new_units,42,ar1,69.54033016176771
new_units,42,random_forest,58.63611515777257
new_units,43,naive,50.89567174708211
new_units,43,ar1,50.89567174708211
new_units,43,random_forest,32.591599252232264
new_units,44,naive,78.47651859014123
new_units,44,ar1,78.47651859014123
new_units,44,random_forest,52.86084863208394
new_units,45,naive,32.40724034620702
new_units,45,ar1,32.40724034620702
new_units,45,random_forest,22.104725906634652
new_units,46,naive,62.925917689852525
new_units,46,ar1,62.925917689852525
new_units,46,random_forest,41.55748678082351
new_units,47,naive,40.63268595953893
new_units,47,ar1,40.63268595953893
new_units,47,random_forest,30.35501964286493
new_units,48,naive,61.0267947454887
new_units,48,ar1,61.0267947454887
new_units,48,random_forest,38.072533622658355
new_units,49,naive,37.81530589108187
new_units,49,ar1,37.81530589108187
new_units,49,random_forest,22.265033739118007
new_units,50,naive,56.00676815865302
new_units,50,ar1,56.00676815865302
new_units,50,random_forest,34.64731268547071
new_units,51,naive,121.73414505470947
new_units,51,ar1,121.73414505470947
new_units,51,random_forest,70.79350616331133
new_units,52,naive,57.425368788529866
new_units,52,ar1,57.425368788529866
new_units,52,random_forest,35.84785410227239
new_units,53,naive,48.79557537548957
new_units,53,ar1,48.79557537548957
new_units,53,random_forest,43.10385819995327
new_units,54,naive,80.54996090023887
new_units,54,ar1,80.54996090023887
new_units,54,random_forest,45.49993612308973
new_units,55,naive,72.28781868922309
new_units,55,ar1,72.28781868922309
new_units,55,random_forest,46.48343171702043
new_units,56,naive,53.72099467208919
new_units,56,ar1,53.72099467208919
new_units,56,random_forest,32.604769497862534
new_units,57,naive,28.653914966113742
new_units,57,ar1,28.653914966113742
new_units,57,random_forest,19.816639617193523
new_units,58,naive,81.16196143647835
new_units,58,ar1,81.16196143647835
new_units,58,random_forest,49.81487878530691
new_units,59,naive,49.25846460510128
new_units,59,ar1,49.25846460510128
new_units,59,random_forest,29.212395529138192
new_units,60,naive,86.77194391024135
new_units,60,ar1,86.77194391024135
new_units,60,random_forest,58.760095868870266
new_units,61,naive,83.34203375025506
new_units,61,ar1,83.34203375025506
new_units,61,random_forest,44.78664913552548
new_units,62,naive,43.74144808704089
new_units,62,ar1,43.74144808704089
new_units,62,random_forest,29.53582859237718
new_units,63,naive,49.43998458895648
new_units,63,ar1,49.43998458895648
new_units,63,random_forest,27.43227946096617
new_units,64,naive,42.25809755027737
new_units,64,ar1,42.25809755027737
new_units,64,random_forest,37.178829087929905
new_units,65,naive,53.52298117920904
new_units,65,ar1,53.52298117920904
new_units,65,random_forest,37.936962200098655
new_units,66,naive,39.94518362675131
new_units,66,ar1,39.94518362675131
new_units,66,random_forest,28.841193651343588
new_units,67,naive,48.412981519989046
new_units,67,ar1,48.412981519989046
new_units,67,random_forest,41.343797019844494
new_units,68,naive,79.32619951840665
new_units,68,ar1,79.32619951840665
new_units,68,random_forest,46.61948375641154
new_units,69,naive,66.54392297806297
new_units,69,ar1,66.54392297806297
new_units,69,random_forest,44.89585312712119
new_units,70,naive,85.20406854360576
new_units,70,ar1,85.20406854360576
new_units,70,random_forest,49.74728127891718
new_units,71,naive,24.41979101527529
new_units,71,ar1,24.41979101527529
new_units,71,random_forest,17.7868327362291
new_units,72,naive,38.812319665514714
new_units,72,ar1,38.812319665514714
new_units,72,random_forest,37.44211419030707
new_units,73,naive,71.79340661496029
new_units,73,ar1,71.79340661496029
new_units,73,random_forest,32.253061711334404
new_units,74,naive,46.951425771905136
new_units,74,ar1,46.951425771905136
new_units,74,random_forest,33.17572588716684
new_units,75,naive,52.3702840864469
new_units,75,ar1,52.3702840864469
new_units,75,random_forest,33.117176802237
new_units,76,naive,140.94966611765273
new_units,76,ar1,140.94966611765273
new_units,76,random_forest,80.38531982925888
new_units,77,naive,40.78999902401255
new_units,77,ar1,40.78999902401255
new_units,77,random_forest,29.177615528279034
new_units,78,naive,72.45074613319224
new_units,78,ar1,72.45074613319224
new_units,78,random_forest,49.85121688896312
new_units,79,naive,68.17525012063639
new_units,79,ar1,68.17525012063639
new_units,79,random_forest,34.567142034130015
new_units,80,naive,59.084042168240515
new_units,80,ar1,59.084042168240515
new_units,80,random_forest,39.317828461051455
new_units,81,naive,36.40392836645795
new_units,81,ar1,36.40392836645795
new_units,81,random_forest,26.652459431618688
new_units,82,naive,52.33884428085938
new_units,82,ar1,52.33884428085938
new_units,82,random_forest,34.31244310576648
new_units,83,naive,76.9346030834174
new_units,83,ar1,76.9346030834174
new_units,83,random_forest,45.55853477255531
new_units,84,naive,32.310016467111524
new_units,84,ar1,32.310016467111524
new_units,84,random_forest,25.55310142898551
new_units,85,naive,39.13872243018427
new_units,85,ar1,39.13872243018427
new_units,85,random_forest,24.239816190225856
new_units,86,naive,66.23612632350753
new_units,86,ar1,66.23612632350753
new_units,86,random_forest,49.61222049608757
new_units,87,naive,53.15864266063435
new_units,87,ar1,53.15864266063435
new_units,87,random_forest,38.851257696263126
new_units,88,naive,48.25552347615234
new_units,88,ar1,48.25552347615234
new_units,88,random_forest,32.975683460446795
new_units,89,naive,48.7271066294832
new_units,89,ar1,48.7271066294832
new_units,89,random_forest,34.90959325225419
new_units,90,naive,42.2207611992651
new_units,90,ar1,42.2207611992651
new_units,90,random_forest,24.687897793138344
new_units,91,naive,105.63869278366877
new_units,91,ar1,105.63869278366877
new_units,91,random_forest,73.22016110126356
new_units,92,naive,31.626806332518854
new_units,92,ar1,31.626806332518854
new_units,92,random_forest,25.279117518494257
new_units,93,naive,70.18507400203282
new_units,93,ar1,70.18507400203282
new_units,93,random_forest,43.22141722372404
new_units,94,naive,66.80555354080983
new_units,94,ar1,66.80555354080983
new_units,94,random_forest,40.430292993494355
